Coefficients,Instruments
11.599236,
22.690601,
126.80472,7
125.61943,7
126.08856,7
126.35841,7
128.11182,7
136.93845,7
149.59732,7
158.34915,8;7
162.0029,8
162.01797,8
159.8724,8
157.19339,8
154.84666,8
151.69467,8
149.13339,8
147.34415,8
144.49854,
139.97755,
135.53183,
133.4095,
131.64737,
129.67694,
130.0581,
130.43005,
131.10422,
133.62875,
142.84581,
156.37561,8;7
168.25261,8;7
174.17892,8;7
174.38214,8;7
171.4157,8;7
168.40985,8;7
167.6367,8;7
168.01266,8;7
167.89415,8;7
167.4388,8;7
166.0289,8;7
164.63422,8;7
163.48373,8;7
163.07867,8;7
163.9443,8;7
164.29979,8;7
164.41135,8;7
164.41266,8;7
164.02646,8;7
163.53366,8;7
165.41809,8;7
166.45883,8;7
166.86247,8;7
169.413,8;7
173.61552,8;7
176.15134,8;7
176.27885,8;9;7
175.38493,8;9;7
173.68515,8;9;7
172.0015,8;9;7
172.50381,8;9;7
173.92207,8;9;7
174.22798,8;9;7
174.31682,8;9;7
172.96027,8;9;7
169.93895,8;9;7
165.30078,8;9;7
160.47902,8;9;7
155.49295,8;9;7
152.80542,8;9;7
154.72653,8;9;7
162.97012,8;9;7
171.6678,8;9;7
176.53842,8;9;7
177.85834,8;9;7
177.33092,8;9;7
175.03064,8;9;7
172.45013,8;9;7
170.84518,8;9;7
170.15526,8;9;7
171.37485,8;9;7
172.72595,8;9;7
173.4808,8;9;7
173.11838,8;9;7
173.36261,8;7
174.51712,8;7
175.80096,8;7
175.77412,8;7
174.19827,8;7
172.46613,8;7
170.68507,8;7
169.18938,8;7
169.39648,8;7
174.21695,8;9;7
178.16304,8;9;7
178.59064,8;9;7
177.4375,8;9;7
176.33585,8;9;7
176.20874,8;9;7
176.4294,8;9;7
177.13885,8;9;7
177.55342,8;9;7
176.84892,8;9;7
175.24054,8;9;7
172.77037,8;9;7
169.28989,8;9;7
168.27539,8;9;7
169.79852,8;9;7
170.48582,8;9;7
170.78513,8;9;7
171.80472,8;9;7
172.78662,8;9;7
174.17038,8;9;7
172.14595,8;9;7
169.32397,8;9;7
167.48634,8;9;7
166.39395,8;9;7
165.5538,8;9;7
165.33438,8;9;7
167.3287,8;9;7
168.36182,8;9;7
167.52211,8;9;7
164.81805,8;9;7
161.60925,8;9;7
158.54239,8;7
157.19366,8;7
156.95508,8;7
155.68852,8;7
153.95929,8;7
153.27397,8;7
153.07353,8;7
153.10419,8;7
152.81062,8;7
154.35355,8;7
154.6325,8;7
152.1479,8;9;7
149.75674,8;9;7
147.12451,8;9;7
143.59964,8;9;7
141.66537,8;9;7
141.09439,8;9;7
143.38809,8;9;7
147.08951,8;9;7
148.91551,8;9;7
149.22763,8;9;7
149.00958,8;9;7
148.01459,8;9;7
146.70172,8;9;7
143.86115,8;9;7
142.7052,8;9;7
142.59773,8;9;7
143.33954,8;9;7
145.24316,8;9;7
147.2341,8;9;7
153.5075,8;9;7
163.1124,8;9;7
170.40399,8;9;7
174.44843,8;9;7
175.722,8;9;7
174.6249,8;9;7
172.07242,8;9;7
169.09346,8;9;7
168.54498,8;9;7
171.19513,8;9;7
174.14767,8;9;7
176.94797,8;9;7
178.39087,8;9;7
178.27353,8;9;7
177.46927,8;9;7
175.81566,8;9;7
173.99744,8;9;7
174.01816,8;9;7
174.23802,8;9;7
175.92612,8;9;7
177.79117,8;9;7
178.34267,8;9;7
177.47552,8;9;7
176.06152,8;9;7
174.86792,8;9;7
174.64655,8;9;7
175.28584,8;9;7
177.73532,8;9;7
180.18388,8;9;7
181.31992,8;9;7
180.23724,8;9;7
178.38815,8;9;7
175.65063,8;9;7
171.64561,8;9;7
167.7727,8;9;7
164.72165,8;9;7
163.42645,8;9;7
162.5804,8;9;7
161.257,8;9;7
158.42993,8;9;7
155.24286,8;9;7
156.55469,8;9;7
160.17581,8;9;7
161.71362,8;9;7
161.41016,8;9;7
160.10614,8;9;7
159.02759,8;7
160.52539,8;7
163.63824,8;7
165.8163,8;7
165.71611,8;7
163.09131,8;7
158.94612,8;7
156.6877,8;7
156.6341,8;7
158.67244,8;7
159.94196,8;7
160.14594,8;7
159.64148,8;7
158.37463,8;7
156.79114,8;9;7
157.45044,8;9;7
159.27707,8;9;7
158.84993,8;9;7
157.47058,8;9;7
155.85919,8;9;7
155.00165,8;9;7
154.97696,8;9;7
155.33786,8;7
154.6442,8;7
153.61115,8;7
153.07245,8;7
153.63527,8;7
154.7731,8;7
154.94284,8
153.33386,8
151.26392,8
151.26352,8;9;7
153.22769,8;9;7
155.34836,8;9;7
160.57944,8;9;7
165.90045,8;9;7
168.02316,8;9;7
167.13986,8;9;7
165.46729,8;9;7
163.92023,8;9;7
163.22539,8;9;7
164.57474,8;9;7
166.0513,8;7
165.97443,8;7
165.02342,8;7
164.4281,8;7
164.75981,8;7
165.83974,8;7
166.47931,8;7
166.31186,8;7
165.76396,8;7
164.58795,8;9;7
163.82962,8;9;7
163.38855,8;9;7
164.49687,8;9;7
166.05319,8;9;7
165.51048,8;9;7
162.81747,8;9;7
159.70819,8;9;7
157.13837,8;9;7
156.15779,8;7
157.4852,8;7
159.60904,8;7
160.91956,8;7
159.74213,8;7
156.79868,8;7
153.2859,8
151.98982,8
152.27246,8
153.34877,8
155.46918,8
160.24042,8
163.82863,8
168.12137,8;9;7
173.54315,8;9;7
177.63773,8;9;7
181.1015,8;9;7
183.91837,8;9;7
186.22748,8;9;7
186.85799,8;9;7
186.09445,8;9;7
186.01506,8;7
186.31075,8;7
185.58786,8;7
183.7146,8;7
181.02155,8;7
177.74634,8;7
174.4809,8;7
172.13254,8;9;7
170.18407,8;9;7
168.55267,8;9;7
167.27808,8;9;7
165.52182,8;9;7
163.47409,8;9;7
161.13698,8;9;7
160.3469,8;9;7
160.1666,8;7
160.69765,8;7
160.4013,8;7
159.97302,8;7
160.47256,8;7
159.8411,8;7
159.63412,8
160.10135,8
161.39603,8
162.6224,8
162.1817,8;9;7
161.86626,8;9;7
161.75879,8;9;7
159.42418,8;9;7
157.41115,8;9;7
161.99133,8;9;7
167.02567,8;9;7
169.90201,8;9;7
171.2893,8;9;7
172.21118,8;9;7
173.78845,8;9;7
175.0069,8;9;7
175.55011,8;9;7
175.09592,8;7
173.75603,8;7
171.57086,8;7
168.72241,8;7
167.26428,8;7
166.59644,8;7
166.11967,8;7
165.02258,8;7
164.4351,8;7
164.88426,8;7
164.62793,8;9;7
163.16951,8;9;7
163.0686,8;9;7
163.38182,8;9;7
162.29507,8;9;7
161.29846,8;9;7
159.35098,8;9;7
156.60085,8;9;7
154.08908,8;9;7
154.10165,8;9;7
153.74414,8;9;7
152.88336,8;9;7
153.02626,8;9;7
154.29059,8;9;7
154.8563,8;7
153.51624,7
151.10019,7
148.19238,7
145.31848,7
140.29562,7
134.20781,
140.86383,
148.57585,
161.11967,
174.17374,9;8;7
182.70879,9;8;7
186.3042,9;8;7
186.75159,9;8;7
186.16025,9;8;7
185.55774,9;8;7
185.73926,9;8;7
187.54907,9;8;7
189.0882,9;8;7
190.31073,9;8;7
190.08784,9;8;7
188.67175,9;8;7
187.38889,9;8;7
186.78635,9;8;7
187.09885,9;8;7
187.28601,8;9;7
186.1474,8;9;7
184.31,8;9;7
184.0235,8;9;7
184.876,8;9;7
186.11963,8;9;7
187.51761,8;9;7
188.03796,8;9;7
187.5497,8;9;7
186.7662,8;9;7
185.16101,8;9;7
182.77591,8;9;7
180.86363,8;9;7
179.67673,8;9;7
179.17578,8;9;7
179.28613,8;9;7
180.73744,8;9;7
181.96964,8;9;7
181.70201,8;9;7
181.4845,8;9;7
181.34549,8;9;7
181.49533,8;9;7
182.7713,8;9;7
183.13115,8;9;7
181.999,8;9;7
179.29652,8;9;7
177.81317,8;9;7
178.3522,8;9;7
179.12463,8;9;7
179.386,8;9;7
178.80643,8;9;7
177.99081,8;9;7
177.40945,8;9;7
176.85349,8;9;7
177.22372,8;9;7
178.05853,8;9;7
179.1608,8;9;7
179.94586,8;9;7
180.41937,8;9;7
180.63797,8;9;7
179.34143,8;9;7
177.48651,8;9;7
175.1085,8;9;7
173.58813,8;9;7
172.35873,8;9;7
171.58163,8;9;7
170.85019,8;9;7
169.87358,8;9;7
168.0996,8;9;7
167.23447,8;9;7
167.02887,8;9;7
166.65875,8;9;7
166.17995,8;9;7
167.00009,8;9;7
167.79263,8;9;7
168.3826,8;9;7
170.99869,8;9;7
175.1744,8;9;7
177.87778,8;9;7
178.67169,8;9;7
179.01248,8;9;7
179.0051,8;9;7
178.67426,8;9;7
177.6081,8;9;7
176.67834,8;9;7
174.93114,8;9;7
173.5213,8;9;7
173.42584,8;9;7
172.75198,8;9;7
173.37292,8;9;7
175.7046,8;9;7
178.55647,8;9;7
180.26123,8;9;7
180.87497,8;9;7
180.47821,8;9;7
180.44398,8;9;7
181.0705,8;9;7
182.4889,8;9;7
183.12497,8;9;7
183.03299,8;9;7
183.0025,8;9;7
182.85135,8;9;7
181.96451,8;9;7
180.96982,8;9;7
180.57385,8;9;7
181.58195,8;9;7
184.11456,8;9;7
185.43561,8;9;7
183.75493,8;9;7
180.44394,8;9;7
177.51483,8;9;7
175.1755,8;9;7
175.57118,8;9;7
175.39551,8;9;7
175.20395,8;9;7
175.08377,8;9;7
175.26271,8;9;7
176.98822,8;9;7
179.16165,8;9;7
180.59378,8;9;7
180.83563,8;9;7
180.50537,8;9;7
180.19519,8;9;7
179.73691,8;9;7
179.1149,8;9;7
177.54958,8;9;7
176.39868,8;9;7
175.67944,8;9;7
174.59991,8;9;7
173.1615,8;9;7
171.22986,8;9;7
168.4627,8;9;7
166.85278,8;9;7
168.07457,8;9;7
170.65045,8;9;7
173.27142,8;9;7
174.98596,8;9;7
176.0752,8;9;7
177.2622,8;9;7
178.18631,8;9;7
177.70224,8;9;7
175.27423,8;9;7
172.60281,8;9;7
170.7041,8;9;7
170.63972,8;9;7
171.71564,8;9;7
171.30962,8;9;7
170.78052,8;9;7
169.577,8;9;7
170.1983,8;9;7
171.70876,8;9;7
171.4794,8;9;7
170.17372,8;9;7
168.76068,8;9;7
169.65225,8;9;7
170.9866,8;9;7
172.34528,8;9;7
172.80237,8;9;7
170.98145,8;9;7
168.96725,8;9;7
166.96194,8;7
167.47751,8;9;7
170.05914,8;9;7
172.43567,8;9;7
173.63425,8;9;7
172.22784,8;9;7
168.85776,8;9;7
166.95827,8;9;7
172.69693,8;9;7
180.55728,8;7
186.69228,8;9;7
190.97131,8;9;7
193.26804,8;9;7
193.97461,8;9;7
194.69553,8;9;7
194.42865,8;9;7
193.38464,8;9;7
191.88187,8;9;7
190.7409,8;9;7
189.90396,8;9;7
189.17386,8;9;7
188.69046,8;9;7
187.85553,8;9;7
186.18085,8;9;7
184.36111,8;9;7
182.806,8;9;7
182.07431,8;7
182.47285,8;9;7
182.69551,8;9;7
182.7043,8;9;7
183.2142,8;9;7
183.14626,8;9;7
182.4006,8;9;7
180.58374,8;9;7
178.1672,8;9;7
176.69452,8;9;7
175.51125,8;9;7
173.92862,8;9;7
174.46002,8;9;7
174.28983,8;9;7
172.77667,8;9;7
170.96596,8;9;7
168.7985,9;8
166.01025,9;8
162.2089,9;8
158.07738,9;8
154.34851,9;8
150.27463,9;8
145.18018,9;8
145.59375,9;8
153.00116,9;8
160.60596,9;8
165.25899,9;8
166.92877,9;8
166.37097,9;8
165.40988,9;8
165.93463,9;8
167.09201,9;8
169.18869,9;8
169.24194,9;8
169.54187,8;9
169.91826,8;9
170.68935,8;9
170.67725,8;9
169.13248,8;9
167.62663,8;9
167.96648,8;9
169.6109,8;9
171.0676,8;9
173.6607,8;9
176.89557,8;9
177.24873,9;8
175.97696,8;9
174.83902,8;9
174.4173,8;9
173.8201,8;9
174.03894,8;9
175.31494,8;9
176.89737,8;9
178.67659,8;9
177.93744,8;9
175.66223,8;9
172.58884,8;9
168.49051,8;9
162.2117,9;8
156.06912,9;8
151.26639,9;8
150.61903,9;8
153.87357,9;8
158.81839,9;8
163.89203,9;8
169.54942,9;8
173.59799,9;8
175.96014,9;8
177.23143,9;8;7
177.81647,9;8;7
178.20386,9;8;7
180.37292,9;8;7
182.9086,9;8;7
183.75064,9;8;7
182.38031,9;8;7
180.81256,9;8;7
181.30113,9;8;7
183.46623,9;8;7
185.78711,9;8;7
187.643,9;8;7
188.34789,8;9;7
189.45775,8;9;7
190.92053,8;9;7
191.40697,8;9;7
189.43869,8;9;7
186.91463,8;9;7
186.02777,8;9;7
186.05939,8;9;7
185.93774,8;9;7
184.2453,9;8
182.7016,9;8
182.39948,9;8
182.2245,9;8
183.90811,9;8
185.37363,9;8
185.15446,9;8
182.34157,9;8
177.63524,9;8
172.70187,9;8
170.05759,9;8
166.94861,9;8
163.19427,9;8
161.24353,9;8
164.80714,9;8
171.51814,9;8
177.52481,9;8
180.94559,9;8
182.61066,9;8
182.965,9;8
182.552,9;8
182.1647,9;8
181.36514,9;8
179.79019,9;8
177.67432,9;8
177.39409,9;8
180.36093,9;8
182.2169,9;8
181.72194,8;9
179.2428,8;9
176.1278,8;9
174.18654,8;9
173.6989,8;9
174.42273,8;9
177.60735,8;9
182.323,8;9
185.53186,9;8
185.7273,9;8
183.38821,9;8
179.78369,9;8
177.54077,9;8
176.76193,9;8
176.21507,9;8
175.2724,9;8
174.70721,9;8
174.6307,9;8
174.43246,9;8
174.24347,9;8
172.32196,9;8
167.99612,9;8
163.33612,9;8
159.3952,9;8
156.22327,9;8
153.5839,9;8
151.40479,9;8
151.33052,9;8
156.50165,
164.32361,9;8;7
169.62634,9;8;7
172.09778,9;8;7
171.29395,9;8;7
169.24028,9;8;7
167.924,9;8;7
167.57379,9;8;7
168.01558,9;8;7
169.19496,9;8;7
170.14194,9;8;7
169.89784,9;8;7
168.55942,9;8;7
166.7062,9;8;7
165.7023,9;8;7
164.41766,9;8;7
162.51047,9;8;7
159.86563,9;8;7
157.60684,9;8;7
156.4773,9;8;7
156.69978,9;8
158.50897,9;8
160.19873,9;8
160.93578,9;8
160.85632,9;8
160.50945,9;8
159.9114,9;8
159.03296,9;8
156.94028,9;8
155.4269,9;8
154.41714,9;8
153.22653,9;8
151.59756,9;8
149.70023,9;8
147.51752,9;8
144.47826,9;8
141.15622,9;8
136.90816,
131.50656,
125.56178,
123.534515,
125.1124,
127.98831,7
129.14761,7
127.6974,7
126.55051,7
125.80371,7
124.48027,7
123.97301,7
123.36891,7
121.74771,7
119.140656,7
114.76136,7
110.871704,7
108.343895,7
108.48174,7
109.07866,7
107.797485,7
105.37862,7
103.57129,7
104.7902,7
106.0941,7
107.06048,7
106.293884,7
105.26824,7
103.82496,7
103.41771,7
104.26381,7
106.23856,7
108.909996,7
110.66945,7
109.28163,7
107.69519,7
106.543335,7
106.89595,7
107.611404,7
106.979515,7
105.57576,7
106.168816,7
107.94726,7
112.66789,7
115.83783,7
120.15895,7
125.83821,7
129.42542,7
130.55774,7
129.24904,7
125.10707,7
120.49058,7
117.92821,7
117.9268,7
117.92027,7
117.64325,7
117.67166,7
118.270706,7
118.53826,7
117.55843,7
115.9633,7
115.31239,7
115.47162,7
115.10753,7
114.36052,7
113.16676,7
112.843735,7
113.23854,7
113.32007,7
112.185036,7
111.350266,7
109.951996,7
106.03277,7
101.87436,7
100.82825,7
102.47072,7
103.644226,7
103.47674,7
101.91234,7
99.89199,7
98.96495,7
100.817635,7
106.54205,7
113.59876,7
118.42022,7
120.81399,7
121.68254,7
123.89496,7
126.499435,7
128.99529,7
128.95065,7
126.86622,7
123.81725,7
120.9518,7
117.9928,7
116.971375,7
118.40195,7
119.5721,7
119.07218,7
116.57898,7
113.47942,7
110.557144,7
107.90755,7
106.5828,7
107.09963,7
107.340515,7
106.19776,7
104.72323,7
104.19908,7
104.13043,7
103.72414,7
103.04564,7
102.116516,7
100.91832,7
100.126595,7
99.70913,7
99.38125,7
97.42447,7
96.11715,7
97.4237,7
99.10365,7
99.85643,7
100.345146,7
100.0931,7
99.82469,7
97.86452,7
93.97322,
91.220856,
101.28572,
117.32308,
128.47899,7
132.87434,7
131.61462,7
126.33593,7
122.323524,7
121.40794,7
121.580925,7
121.215546,7
120.6806,7
120.3078,7
120.48961,7
119.49227,7
117.69139,7
117.66429,7
119.76616,7
122.259094,7
123.47989,7
123.28287,7
122.676094,7
122.06033,7
120.88423,7
119.27098,7
120.00847,7
121.18835,7
121.93569,7
121.26834,7
120.31084,7
118.9255,7
116.630585,7
115.140526,7
115.37665,7
116.047195,7
115.49864,7
113.20972,7
111.277664,7
111.07101,7
111.03178,7
110.39948,7
110.86018,7
112.40941,7
113.77069,7
114.5173,7
114.467255,7
113.91974,7
115.13477,7
116.44615,7
115.705475,7
113.77072,7
112.81555,7
113.716995,7
114.37116,7
114.157394,7
114.27251,7
115.52281,7
116.51233,7
115.55834,7
113.688225,7
113.08197,7
112.543785,7
111.60573,7
110.15907,7
111.9704,7
117.92737,7
122.58988,7
123.157364,7
120.44768,7
116.603615,7
113.47417,7
113.14479,7
114.29367,7
114.06384,7
112.48301,7
111.47784,7
111.88237,7
114.40712,7
116.200874,7
115.80886,7
117.61267,7
121.309265,7
125.57904,7
129.32407,7
131.1426,7
133.18713,7
137.11743,7
140.20998,7
139.79837,7
134.5346,7
128.39253,7
129.4574,7
132.95724,7
135.04538,7
134.89026,7
132.46376,7
130.40613,7
130.3974,7
131.55322,7
137.23132,7
144.3956,7
148.57965,7
148.8524,7
145.05093,7
138.60034,7
134.85284,7
132.02457,7
129.563,7
127.22815,7
124.50422,7
123.65355,7
125.34345,7
126.69162,7
126.918365,7
125.67955,7
124.85202,7
125.04283,7
124.792984,7
125.17563,7
125.719376,7
127.138084,7
126.9305,7
125.214714,7
123.17415,7
122.176956,7
120.775925,7
118.73275,7
118.2304,7
121.00951,7
123.34393,7
124.147415,7
124.16972,7
123.99545,7
127.42798,7
132.55324,7
134.45932,7
133.25021,7
130.41022,7
129.2873,7
127.575,7
124.010956,7
119.12515,7
115.29399,7
113.233894,7
114.389435,7
115.69924,7
115.49135,7
113.81621,7
113.38483,7
114.354416,7
114.570946,7
113.64807,7
112.578125,7
111.23724,7
110.34161,7
109.946,7
109.95561,7
112.00149,7
114.69178,7
115.566895,7
114.8976,7
111.94116,7
110.48955,7
113.818855,7
118.171844,7
119.852844,
119.70255,
119.04663,
118.5386,
117.40222,
117.189255,
116.90643,
117.604416,
119.399765,
122.68982,
125.87723,7
126.7735,7
125.2369,7
122.25241,7
119.14235,7
118.455,7
119.54593,7
120.83469,7
121.3528,7
120.365875,7
119.20169,7
117.87362,7
115.736664,7
114.056,7
116.05906,7
121.51483,7
131.38347,7
139.93709,7
145.71864,7
149.39453,8;7
151.37537,8;7
150.48895,8;7
147.26656,8;7
144.12189,8;7
141.21234,8;7
139.00537,8;7
142.58203,8;7
150.4939,8;7
155.40723,8;7
157.33081,8;7
156.28833,8;7
154.33868,8;7
153.39145,8;7
154.52765,8;7
155.17776,8;7
153.96622,8;7
153.89615,8;7
157.24057,8;7
158.27057,8;7
157.53818,8;7
156.00354,8;7
153.22284,8;7
149.73615,8;7
146.24661,8;7
142.5072,8;7
138.88406,8;7
136.31488,8;7
134.94392,8;7
134.87733,8;7
134.14534,8;7
132.60919,7
131.74529,7
131.44775,7
131.29813,7
130.04083,7
128.1344,7
126.234436,7
125.68967,7
128.53426,7
134.7152,7
140.42783,7
143.40286,8;7
143.23172,8;7
140.30098,8;7
135.17004,8;7
133.64932,8;7
135.79034,8;7
143.92996,8;7
152.77408,8;7
157.2412,8;7
157.7223,8;7
155.64175,8;7
153.66653,8;7
151.78363,8;7
151.0608,8;7
153.13419,8;7
155.47174,8;7
156.33401,8;7
154.2933,8;7
149.70914,8;7
146.79822,8;7
148.79858,8;7
150.06857,8;7
148.62427,8;7
145.6977,8;7
143.32524,8;7
140.79306,8;7
137.6006,8;7
134.78958,8;7
133.22107,8;7
132.81491,7
132.37646,7
131.3141,7
128.99843,7
125.558235,7
123.70147,7
123.05752,7
121.039444,7
116.99141,7
115.9521,7
122.631935,8;7
132.49585,8;7
140.4748,8;7
143.48367,8;7
141.21217,8;7
137.20496,8;7
134.75928,8;7
133.54495,8;7
132.09308,8;7
134.09125,8;7
141.5199,8;7
148.13031,8;7
152.68289,8;7
155.67062,8;7
155.19864,8;7
153.75491,8;7
155.62576,8;7
158.80493,8;7
159.33539,8;7
158.0353,8;7
158.81598,8;7
162.75613,8;7
166.02399,8;7
165.67862,8;7
162.84755,8;7
160.16718,8;7
156.95724,8;7
152.82849,8;7
147.70114,8;7
143.30025,8;7
144.2197,8;7
151.54384,8;7
158.31134,8;7
161.12302,8;7
160.65536,8;7
159.03802,8;7
158.78107,8;7
158.16037,8;7
157.89786,8;7
157.84901,8;7
158.47375,8;7
161.45097,8;7
163.01971,8;7
163.16809,8;7
160.05106,8;7
155.50172,8;7
152.76956,8;7
149.75668,8;7
146.81291,8;7
146.8734,8;7
151.47244,8;7
156.96683,8;7
160.60251,8;7
161.52887,8;7
160.5269,8;7
157.8822,8;7
154.10043,7
152.52902,8;7
154.31854,8;7
156.35608,8;7
157.1633,8;7
155.92609,8;7
155.09087,8;7
156.42711,8;7
157.94518,8;7
158.0242,8;7
155.57605,8;7
151.02196,7
146.73724,7
143.41193,7
140.43243,7
136.79315,7
133.30435,7
131.73431,7
133.0573,7
134.94324,7
134.7917,7
133.2172,8;7
130.57852,8;7
128.1283,8;7
128.02129,8;7
139.03442,8;7
155.61044,8;7
165.99037,8;7
170.46353,8;7
170.60764,8;7
167.26743,8;7
161.23236,7
155.77606,7
154.3948,7
154.53763,7
153.95013,7
151.71248,7
148.22949,7
143.83151,7
140.49054,7
139.28296,7
139.78586,7
140.70006,7
141.05843,8;7
142.57037,8;7
150.43091,8;7
157.92296,8;7
163.40416,8;7
165.6882,8;7
165.54552,8;7
163.97855,8;7
160.79388,8;7
158.79004,8;7
159.26527,7
159.52223,7
157.42009,7
154.36752,7
153.36069,7
152.95187,7
153.49533,7
153.02061,7
150.91722,7
148.2422,7
153.09467,8;7
164.86137,8;7
174.0552,8;7
179.19002,8;7
180.04681,8;7
178.20496,8;7
176.07524,8;7
174.25671,8;7
171.98123,8;7
168.72314,8;7
166.06659,7
165.03642,7
164.61905,7
162.9672,7
160.66647,7
157.36609,7
153.95078,7
150.41318,7
146.28687,7
145.62021,8;7
150.47292,8;7
159.71034,8;7
168.31577,8;7
173.76382,8;7
175.95717,8;7
175.5117,8;7
174.13956,8;7
172.79715,8;7
171.48964,8;7
170.62082,8;7
169.69943,8;7
168.13226,7
165.39238,7
162.7753,7
160.69496,7
158.68289,7
155.8339,7
153.807,7
152.86853,7
154.71973,7
162.8382,7
170.5991,7
173.97736,8;7
174.42625,8;7
174.4036,8;7
175.26566,8;7
176.10623,8;7
175.42984,8;7
173.07121,8;7
170.03635,8;7
167.30847,8;7
166.21165,8;7
164.88803,7
162.2847,7
159.2384,7
156.18335,7
153.56949,7
151.40843,7
151.04501,7
157.24182,7
169.45654,7
179.56355,7
183.98947,8;7
183.92368,8;7
181.24008,8;7
176.99432,8;7
172.58896,8;7
169.88675,8;7
167.68634,8;7
164.33241,8;7
159.85468,8;7
155.45456,8;7
150.73335,7
145.48804,7
140.41391,7
136.28957,7
133.3735,7
132.93172,7
135.24709,7
141.8866,7
149.46686,7
155.19055,8;7
158.40659,8
159.47581,8
159.2774,8
158.68533,8
157.75757,8
156.30542,8
154.97133,8
153.59555,8
150.48895,8
146.63701,8
144.35968,
143.85416,
143.83955,
143.69884,
142.78398,
140.44193,
138.10732,
139.53874,
144.17639,
150.04883,
157.57364,
165.38763,8;7
170.44746,8;7
172.3182,8;7
172.1252,8;7
171.08163,8;7
171.46689,8;7
172.87393,8;7
173.53452,8;7
173.13158,8;7
172.77942,8;7
172.72322,8;7
172.58147,8;7
171.86644,8;7
171.87294,8;7
172.10127,8;7
171.89146,8;7
171.59363,8;7
172.14697,8;7
173.31975,8;9;7
175.17297,8;9;7
178.17996,8;9;7
180.80006,8;9;7
181.37213,8;9;7
180.33516,8;9;7
177.61401,8;9;7
176.5674,8;9;7
176.68102,8;9;7
177.54503,8;9;7
178.54768,8;9;7
179.31839,8;9;7
180.2038,8;9;7
180.78104,8;9;7
181.00864,8;9;7
179.60892,8;9;7
179.09312,8;9;7
180.39542,8;9;7
182.65059,8;7
186.0112,8;9;7
189.82384,8;9;7
191.94592,8;9;7
190.67737,8;9;7
187.16893,8;9;7
183.67424,8;9;7
180.77075,8;9;7
179.01239,8;9;7
178.36278,8;9;7
178.5657,8;7
179.53658,8;7
181.33289,8;7
181.63748,8;7
180.3222,8;7
177.70209,8;7
174.21573,8;7
171.75409,8;7
170.96191,8;7
171.0562,8;7
171.10571,8;7
170.26306,8;9;7
168.14919,8;9;7
165.95883,8;9;7
166.72247,8;9;7
168.5097,8;9;7
169.15558,8;9;7
168.6594,8;9;7
167.23257,8;9;7
166.00893,8;9;7
164.98221,8;9;7
163.85757,8;9;7
163.3948,8;9;7
163.60289,8;9;7
164.52345,8;9;7
165.40479,8;9;7
166.50513,8;9;7
166.65967,8;9;7
167.42712,8;9;7
170.70557,8;9;7
173.58344,8;9;7
174.00125,8;9;7
171.64441,8;9;7
170.36438,8;9;7
171.4209,8;9;7
174.37859,8;9;7
174.11714,8;9;7
170.49023,8;9;7
167.76065,8;9;7
166.2175,8;9;7
164.9574,8;9;7
165.13239,8;9;7
165.80173,8;9;7
166.62769,8;7
167.03757,8;7
166.22818,8;7
164.87425,8;7
163.24384,8;7
162.06372,8;7
160.6005,8;7
160.38522,8;7
160.29628,8;9;7
159.76718,8;9;7
159.46725,8;9;7
160.82315,8;9;7
164.52292,8;9;7
166.77441,8;9;7
166.61105,8;9;7
164.41327,8;9;7
160.13437,8;9;7
157.91028,8;9;7
158.94025,8;9;7
159.70074,8;9;7
160.28189,8;9;7
160.45302,8;9;7
161.36148,8;9;7
162.53166,8;9;7
162.65881,8;9;7
162.63443,8;9;7
161.05533,8;9;7
157.82294,8;9;7
156.77283,8;9;7
160.41788,8;9;7
168.55219,8;9;7
175.5286,8;9;7
180.83136,8;9;7
184.07019,8;9;7
182.19852,8;9;7
178.33344,8;9;7
176.41559,8;9;7
174.52927,8;9;7
171.12076,8;9;7
168.24945,8;9;7
166.81488,8;9;7
166.99051,8;9;7
168.93408,8;9;7
170.75908,8;9;7
171.22348,8;9;7
170.26859,8;9;7
168.71518,8;9;7
167.66055,8;9;7
167.21704,8;9;7
167.2471,8;9;7
166.271,8;9;7
166.68863,8;9;7
169.16878,8;9;7
170.94681,8;9;7
170.78645,8;9;7
169.08818,8;9;7
166.98227,8;9;7
165.49164,8;9;7
165.0215,8;9;7
164.36633,8;9;7
163.58728,8;9;7
164.05951,8;9;7
163.62329,8;9;7
161.37852,8;9;7
158.7886,8;9;7
155.22456,8;9;7
151.23,8;9;7
150.30797,8;9;7
151.4537,8;9;7
154.05707,8;9;7
156.71953,8;9;7
158.37625,8;9;7
160.90514,8;9;7
161.73431,8;9;7
162.14352,8;9;7
161.98312,8;9;7
159.56508,8;9;7
155.54858,8;9;7
152.08495,8;9;7
150.5886,8;9;7
151.16225,8;9;7
152.65076,8;7
153.0122,8;7
152.52147,8;7
151.60455,8;7
149.50354,8;7
146.525,8;7
143.27489,8;7
140.49522,8;7
138.79572,8;7
138.50432,8;7
138.46335,8;9;7
141.01007,8;9;7
144.19006,8;9;7
146.42807,8;9;7
146.99963,8;9;7
144.28183,8;9;7
141.80247,8;9;7
140.86336,8;9;7
140.26059,8;9;7
140.15424,8;7
140.0953,8;7
140.02643,8;7
138.71407,8;7
137.32022,8;7
135.50946,8;7
132.56693,8;7
127.16997,8
121.81523,8
120.984634,8
125.54231,8
135.12128,8;9;7
144.67519,8;9;7
152.03418,8;9;7
155.7909,8;9;7
